StopID;DIVA;StopText;Municipality;MunicipalityID;Longitude;Latitude
4811;60201074;Raxstraße, Betriebsgarage;Wien;49000001;163.672.775;481.629.629
4816;60201889;Großbauerstraße;Wien;49000001;164.262.879;482.809.271
4817;60201889;Großbauerstraße;Wien;49000001;164.263.058;482.810.048
4818;60200010;Agnesgasse Prov.;Wien;49000001;163.079.887;482.501.007
4822;60200453;Lusthaus;Wien;49000001;164.400.051;481.908.236
4823;60201293;Freudenau, Rennplatz;Wien;49000001;164.445.237;481.851.760
4824;60201293;Freudenau, Rennplatz;Wien;49000001;164.446.854;481.852.359
4825;60200453;Lusthaus;Wien;49000001;164.401.399;481.908.775
4826;;Obkirchergasse;;;0000000000;0000000000
4827;;Friedlgasse;;;0000000000;0000000000
4829;60201095;Reumannplatz U;Wien;49000001;163.787.760;481.730.283
4834;60200983;Ottakringer Bad;Wien;49000001;162.888.546;482.115.042
4836;60201803;Laaer Berg, Kurpark Nordosteingang;Wien;49000001;164.065.159;481.517.209
4837;60201804;Hederichgasse;Wien;49000001;164.055.188;481.527.936
4838;60201805;Burgenlandgasse;Wien;49000001;164.034.257;481.526.498
4840;60201812;Laimgrubengasse;Wien;49000001;163.591.837;481.992.908
4841;60201812;Laimgrubengasse;Wien;49000001;163.596.149;481.992.429
4842;60201787;Absbergbrücke;Wien;49000001;163.861.691;481.679.179
4843;60201094;Resselgasse;Wien;49000001;163.677.806;481.987.579
4900;60200289;Erdberg;Wien;49000001;164.142.235;481.914.285
4901;60201199;Schlachthausgasse;Wien;49000001;164.067.226;481.944.945
4902;60200653;Kardinal-Nagl-Platz;Wien;49000001;164.005.871;481.972.131
4903;60201104;Rochusgasse;Wien;49000001;163.916.398;482.024.522
4904;60200743;Landstraße;Wien;49000001;163.856.121;482.058.289
4905;60200245;Stubentor;Wien;49000001;163.792.790;482.069.904
4906;60201320;Stephansplatz;Wien;49000001;163.715.445;482.080.440
4907;60200506;Herrengasse;Wien;49000001;163.651.126;482.093.670
4908;60201430;Volkstheater;Wien;49000001;163.590.849;482.056.314
4909;60201430;Volkstheater;Wien;49000001;163.591.657;482.055.835
4910;60200506;Herrengasse;Wien;49000001;163.651.216;482.092.952
4911;60201320;Stephansplatz;Wien;49000001;163.714.996;482.080.021
4912;60200245;Stubentor;Wien;49000001;163.792.521;482.068.706
4913;60200743;Landstraße;Wien;49000001;163.855.762;482.057.750
4914;60201104;Rochusgasse;Wien;49000001;163.915.859;482.024.043
4915;60200653;Kardinal-Nagl-Platz;Wien;49000001;164.004.972;481.971.412
4916;60201199;Schlachthausgasse;Wien;49000001;164.066.776;481.944.406
4917;60200289;Erdberg;Wien;49000001;164.141.516;481.913.746
4918;60200056;Neubaugasse;Wien;49000001;163.524.643;481.992.429
4919;60201530;Zieglergasse;Wien;49000001;163.462.300;481.971.951
4920;60201468;Westbahnhof;Wien;49000001;163.384.326;481.958.897
4921;60201468;Westbahnhof;Wien;49000001;163.384.506;481.958.239
4922;60201530;Zieglergasse;Wien;49000001;163.463.019;481.970.933
4923;60200056;Neubaugasse;Wien;49000001;163.525.272;481.991.711
4924;60201200;Schweglerstraße;Wien;49000001;163.286.230;481.977.460
4925;60200606;Johnstraße;Wien;49000001;163.205.651;481.976.622
4926;60200606;Johnstraße;Wien;49000001;163.205.472;481.975.664
4927;60201200;Schweglerstraße;Wien;49000001;163.286.140;481.976.442
4928;60201035;Hütteldorfer Straße;Wien;49000001;163.114.562;481.998.177
4929;60201317;Kendlerstraße;Wien;49000001;163.092.194;482.045.657
4930;60200981;Ottakring;Wien;49000001;163.115.910;482.115.521
4931;60200981;Ottakring;Wien;49000001;163.114.382;482.115.700
4932;60201317;Kendlerstraße;Wien;49000001;163.090.757;482.045.836
4933;60201035;Hütteldorfer Straße;Wien;49000001;163.113.664;481.997.818
4934;60201749;Gasometer;Wien;49000001;164.171.789;481.848.825
4935;60200399;Zippererstraße;Wien;49000001;164.118.609;481.802.825
4936;60200425;Enkplatz;Wien;49000001;164.147.086;481.746.697
4937;60201260;Simmering;Wien;49000001;164.194.427;481.704.702
4938;60201260;Simmering;Wien;49000001;164.195.774;481.705.421
4939;60200425;Enkplatz;Wien;49000001;164.147.894;481.747.476
4940;60200399;Zippererstraße;Wien;49000001;164.119.597;481.802.526
4941;60201749;Gasometer;Wien;49000001;164.172.867;481.848.346
5001;60200146;Bleibtreustraße;Wien;49000001;164.488.266;481.779.704
5002;60201487;Wildpretstraße;Wien;49000001;164.542.255;481.770.958
5003;60200463;11. Haidequerstraße;Wien;49000001;164.627.056;481.753.946
5004;60200831;Margetinstraße;Wien;49000001;164.660.114;481.756.162
5005;60200141;Alberner Hafenzufahrtsstraße West;Wien;49000001;164.703.053;481.734.716
5006;60200017;Alberner Hafenzufahrtsstraße;Wien;49000001;164.728.475;481.718.960
5007;60201535;Freudenauer, Hafenbrücke;Wien;49000001;164.763.959;481.705.061
5009;60200016;Alberner Hafen;Wien;49000001;164.946.407;481.583.969
5010;60200825;Mannswörther Straße;Wien;49000001;164.905.533;481.585.886
5011;60200015;Sendnergasse;Wien;49000001;164.847.861;481.598.051
5012;60200018;Alberner Straße;Wien;49000001;164.844.628;481.563.654
5013;60200907;Kaiserebersdorf, Münnichplatz;Wien;49000001;164.742.040;481.588.942
5014;60200907;Kaiserebersdorf, Münnichplatz;Wien;49000001;164.741.501;481.590.560
5015;60200018;Alberner Straße;Wien;49000001;164.845.885;481.563.714
5016;;Sendnergasse;;;0000000000;0000000000
5017;;Mannswörther Straße;;;0000000000;0000000000
5020;60201535;Freudenauer, Hafenbrücke;Wien;49000001;164.765.666;481.705.421
5021;60200017;Alberner Hafenzufahrtsstraße;Wien;49000001;164.721.019;481.723.513
5022;60200141;Alberner Hafenzufahrtsstraße West;Wien;49000001;164.705.029;481.731.780
5023;60200831;Margetinstraße;Wien;49000001;164.661.820;481.756.342
5024;60200463;11. Haidequerstraße;Wien;49000001;164.626.606;481.755.803
5025;60201487;Wildpretstraße;Wien;49000001;164.542.524;481.771.797
5026;60200146;Bleibtreustraße;Wien;49000001;164.492.668;481.780.123
5027;60200464;7. Haidequerstraße;Wien;49000001;164.429.067;481.790.965
5028;60200319;1. Haidequerstraße Mitte;Wien;49000001;164.293.421;481.825.766
5032;;Hetzendorfer Straße;;;0000000000;0000000000
5033;;Hetzendorfer Straße;;;0000000000;0000000000
5034;60200017;Alberner Hafenzufahrtsstraße;Wien;49000001;164.722.906;481.719.679
5038;60201784;Döblerhofstraße;Wien;49000001;164.153.643;481.853.138
5041;60200745;Landwehrstraße;Wien;49000001;164.703.772;481.688.526
5042;60200087;Artillerieplatz;Wien;49000001;164.728.116;481.634.482
5043;60200639;Kaiserebersdorf, Zinnergasse;Wien;49000001;164.707.634;481.608.837
5044;60200639;Kaiserebersdorf, Zinnergasse;Wien;49000001;164.710.868;481.608.237
5045;60200087;Artillerieplatz;Wien;49000001;164.727.577;481.644.908
5046;60200745;Landwehrstraße;Wien;49000001;164.707.814;481.692.001
5053;60200015;Albern;Wien;49000001;164.853.880;481.599.908
5054;60201589;Fabianistraße;Wien;49000001;164.797.376;481.630.468
5055;60201588;Warneckestraße;Wien;49000001;164.801.598;481.649.641
5056;60201588;Warneckestraße;Wien;49000001;164.800.430;481.649.821
5057;60201589;Fabianistraße;Wien;49000001;164.795.669;481.630.647
5058;60200015;Albern;Wien;49000001;164.851.095;481.603.504
5060;60201692;Neu Albern;Wien;49000001;164.804.293;481.688.046
5061;60201692;Neu Albern;Wien;49000001;164.805.371;481.688.825
5062;;Stadion (für Langwende);;;0000000000;0000000000
5063;60201785;Ober St. Veit U, Franz-Boos-Gasse;Wien;49000001;162.751.104;481.919.435
5065;60200949;Oberlaa U;Wien;49000001;163.986.736;481.431.679
5066;60200949;Oberlaa U;Wien;49000001;163.981.436;481.432.218
5067;60201580;Seitenhafenbrücke;Wien;49000001;164.612.862;481.794.080
5068;60201580;Seitenhafenbrücke;Wien;49000001;164.613.761;481.794.559
5069;60201935;Atzgersdorf, Bildungscampus;Wien;49000001;163.007.393;481.531.352
5070;60200334;Floridsdorf S U;Wien;49000001;164.006.050;482.561.419
5071;60201287;Spinnerin am Kreuz;Wien;49000001;163.504.072;481.706.559
5072;60201860;Rennbahnweg U;Wien;49000001;164.501.022;482.572.663
5073;;Aspernstraße U;;;0000000000;0000000000
5074;;;;;0000000000;0000000000
5075;;;;;0000000000;0000000000
5076;;;;;0000000000;0000000000
5077;;;;;0000000000;0000000000
5078;;;;;0000000000;0000000000
5079;;Matzleinsdorfer Platz S U;;;0000000000;0000000000
5080;;Quellenstraße, Triester Straße;;;0000000000;0000000000
5081;;Quellenstraße, Triester Straße;;;0000000000;0000000000
5082;60201954;Leopoldine-Padaurek-Straße;Wien;49000001;153.864.340;484.036.711
5083;60201954;Leopoldine-Padaurek-Straße;Wien;49000001;153.865.238;484.036.711
5196;60201526;Simonygasse;Wien;49000001;163.282.637;482.276.106
5197;60200217;Czartoryskigasse;Wien;49000001;163.275.361;482.278.080
5198;60200580;Inzersdorf, Friedhof;Wien;49000001;163.530.752;481.467.163
5199;60202952;Per-Albin-Hansson-Siedlung;Wien;49000001;163.819.740;481.527.157
5200;60200209;Cobenzl-Parkplatz;Wien;49000001;163.215.263;482.640.482
5201;60200195;Börse;Wien;49000001;163.663.253;482.157.183
5202;;Bergmillergasse;;;0000000000;0000000000
5203;60200560;Bahnhof Hütteldorf U;Wien;49000001;162.616.177;481.977.101
5204;;Bergmillergasse;;;0000000000;0000000000
5205;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;163.646.634;482.491.736
5206;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;163.650.677;482.501.845
5207;;Nußdorfer Straße U;;;0000000000;0000000000
5208;60201610;Zentraltanklager;Wien;49000001;164.943.891;481.780.662
5209;;Großjedlersdorf;;;0000000000;0000000000
5210;60200015;Sendnergasse;Wien;49000001;164.853.251;481.598.770
5211;60200825;Mannswörther Straße;Wien;49000001;164.898.976;481.586.545
5212;60200016;Alberner Hafen;Wien;49000001;164.947.125;481.583.369
5213;;Mannswörther Straße;;;0000000000;0000000000
5214;;Sendnergasse;;;0000000000;0000000000
5215;;Dampfkraftwerk-Donaustadt;;;0000000000;0000000000
5216;;Primavesigasse;;;0000000000;0000000000
5217;60200862;Mayredergasse;Wien;49000001;165.047.018;482.380.881
5218;;Fuchsenzeile;;;0000000000;0000000000
5219;;Podhagskygasse;;;0000000000;0000000000
5220;;Schukowitzgasse;;;0000000000;0000000000
5221;;Pfalzgasse;;;0000000000;0000000000
5222;;Breitenlee, Schule;;;0000000000;0000000000
5223;;Asperner Heldenplatz;;;0000000000;0000000000
5224;;Oberdorfstraße;;;0000000000;0000000000
5225;60200758;Lavantgasse, Schule;Wien;49000001;164.502.010;482.822.782
5226;60201522;Zentralfriedhof, 3. Tor;Wien;49000001;164.479.642;481.526.019
5227;60200288;Erzherzog-Karl-Straße S;Wien;49000001;164.536.326;482.293.400
5228;;Salzgries;;;0000000000;0000000000
5229;;Breitenlee, Rautenweg;;;0000000000;0000000000
5230;60202952;Per-Albin-Hansson-Siedlung;Wien;49000001;163.819.380;481.529.495
5231;60200953;Küniglberg, ORF-Zentrum;Wien;49000001;162.917.023;481.755.144
5232;;Schukowitzgasse;;;0000000000;0000000000
5233;;Kieslerweg;;;0000000000;0000000000
5234;60200487;Hausfeldstraße  U;Wien;49000001;164.861.246;482.339.236
5235;60201668;Neue Donau U;Wien;49000001;163.952.780;482.464.876
5236;;Pensionistenwohnhaus Laaer Berg;;;0000000000;0000000000
5237;60201869;Josef-Prangl-Straße;Wien;49000001;163.565.516;481.345.834
5238;60200581;Inzersdorf, Großmarkt;Wien;49000001;163.578.991;481.356.805
5239;;Laxenburger Straße, Richard-Tauber-Gasse;;;0000000000;0000000000
5240;60201000;Pensionistenwohnhaus Atzgersdorf;Wien;49000001;162.898.877;481.506.181
5241;60200910;Aspern Nord  U;Wien;49000001;165.046.389;482.337.681
5242;;Ober St. Veit U, Franz-Boos-Gasse;;;0000000000;0000000000
5243;60200956;Ober St. Veit U;Wien;49000001;162.766.285;481.919.974
5244;;Preindlgasse;;;0000000000;0000000000
5245;;Floridsdorf U;;;0000000000;0000000000
5246;;Alte Donau U;;;0000000000;0000000000
5400;60201211;Schönbrunn;Wien;49000001;163.174.570;481.854.695
5401;;Weinhauser Gasse;;;0000000000;0000000000
5402;60200820;Längenfeldgasse U;Wien;49000001;163.352.346;481.857.270
5403;60201018;Pilgramgasse;Wien;49000001;163.550.425;481.929.555
5404;;Stockholmer Platz;;;0000000000;0000000000
5405;;Stockholmer Platz;;;0000000000;0000000000
5406;;Paulinensteig;;;0000000000;0000000000
5407;60200657;Karlsplatz U;Wien;49000001;163.673.135;482.003.267
5408;60200670;Kettenbrückengasse;Wien;49000001;163.593.364;481.973.987
5409;60201018;Pilgramgasse;Wien;49000001;163.539.735;481.931.771
5410;60201286;Spengergasse;Wien;49000001;163.577.734;481.846.669
5411;60200665;Kempfengerngasse;Wien;49000001;162.950.620;482.185.854
5412;60201598;Bernhardtstalgasse;Wien;49000001;163.608.636;481.762.751
5413;;Donaustadtbrücke;;;0000000000;0000000000
5414;;Donaustadtbrücke;;;0000000000;0000000000
5415;;;;;0000000000;0000000000
5416;;Karlsplatz >;;;0000000000;0000000000
5417;;Landstraße;;;0000000000;0000000000
5418;;Alaudagasse;;;0000000000;0000000000
5419;;Predigtstuhl;;;0000000000;0000000000
5420;;Otto-Höltzl-Weg;;;0000000000;0000000000
5421;60200827;Margaretengürtel;Wien;49000001;163.438.584;481.873.980
5422;;Altmannsdorfer Straße;;;0000000000;0000000000
5423;60200920;Neubaugasse, Burggasse;Wien;49000001;163.490.417;482.042.603
5424;;Breitenfurter Straße;;;0000000000;0000000000
5425;;Neulaa U;;;0000000000;0000000000
5426;;Zentralfriedhof, 2. Tor;;;0000000000;0000000000
5427;;Schlachthausgasse U;;;0000000000;0000000000
5428;;Dampfkraftwerk;;;0000000000;0000000000
5429;;provisorische Haltestelle;;;0000000000;0000000000
5430;60200056;Neubaugasse U;Wien;49000001;163.502.904;481.982.909
5431;60200527;Hintere Zollamsstraße;Wien;49000001;163.868.608;482.111.510
5432;60200527;Praterstern SU;Wien;49000001;163.870.584;482.110.432
5433;;;;;0000000000;0000000000
5434;;Grenzgasse;;;0000000000;0000000000
5435;;Keplerplatz;;;0000000000;0000000000
5436;;Absberggasse;;;0000000000;0000000000
5437;;Absberggasse;;;0000000000;0000000000
5439;;Sahulkastraße;;;0000000000;0000000000
5440;;Wienerfeldgasse;;;0000000000;0000000000
5441;;Migerkastraße;;;0000000000;0000000000
5442;;Strebersdorf, Edmund-Hawranek-Platz;;;0000000000;0000000000
5443;;Floridsdorfer Markt;;;0000000000;0000000000
5444;;Bahnsteggasse;;;0000000000;0000000000
5445;;Bahnsteggasse;;;0000000000;0000000000
5446;;Hütteldorfer Straße >;;;0000000000;0000000000
5447;;Breitensee S;;;0000000000;0000000000
5448;;Neusteinhof;;;0000000000;0000000000
5449;;Gutheil-Schoder-Gasse;;;0000000000;0000000000
5484;;Versorgungsheimplatz;;;0000000000;0000000000
5501;60201198;Schwedenplatz U;Wien;49000001;163.772.758;482.119.711
5502;60201198;Schwedenplatz U;Wien;49000001;163.774.285;482.119.232
5503;60201198;Schwedenplatz;Wien;49000001;163.772.937;482.119.711
5504;60201198;Schwedenplatz;Wien;49000001;163.772.758;482.119.831
5505;60201198;Schwedenplatz;Wien;49000001;163.773.297;482.120.190
5506;60201198;Schwedenplatz;Wien;49000001;163.772.937;482.119.711
5507;60201198;Schwedenplatz U;Wien;49000001;163.772.937;482.119.831
5508;60201198;Schwedenplatz;Wien;49000001;163.780.573;482.117.855
5509;60200641;Kaisermühlen Vienna-International-Center;Wien;49000001;164.165.681;482.318.473
5510;60200631;Kagraner Brücke;Wien;49000001;164.308.513;482.394.941
5518;60201657;Martin-Gaunersdorfer-Gasse;Wien;49000001;164.516.024;482.606.932
5520;60200641;Kaisermühlen Vienna-International-Center;Wien;49000001;164.166.579;482.322.602
5521;60201433;Vorgartenstraße;Wien;49000001;164.017.010;482.240.378
5524;60200047;Reichsbrücke;Wien;49000001;164.124.538;482.298.546
5525;60200419;Gredlerstraße;Wien;49000001;163.799.438;482.143.475
5526;60200129;Mühlschüttel;Wien;49000001;164.108.009;482.491.676
5527;60200162;Scheffelstraße;Wien;49000001;164.052.763;482.517.636
5528;60200314;Fickeysstraße;Wien;49000001;164.237.816;481.670.132
5529;60200786;Liechtenwerder Platz;Wien;49000001;163.556.174;482.324.756
5530;60200363;Friedrich-Engels-Platz;Wien;49000001;163.794.317;482.444.298
5533;60200943;Nordbrücke / Gebauergasse;Wien;49000001;163.951.343;482.629.538
5535;60200812;Lokomotivgasse;Wien;49000001;163.956.912;482.714.689
5536;60200593;Trillergasse;Wien;49000001;164.034.617;482.742.073
5538;60200848;Matthäus-Jiszda-Straße;Wien;49000001;163.943.527;482.542.997
5539;60200363;Friedrich-Engels-Platz;Wien;49000001;163.782.819;482.442.443
5542;60200848;Matthäus-Jiszda-Straße;Wien;49000001;163.945.324;482.541.442
5544;60200591;Jedlersdorf S;Wien;49000001;163.978.831;482.732.985
5545;60201591;Schottenring, Herminengasse;Wien;49000001;163.736.196;482.172.865
5546;60200961;Obere Augartenstraße;Wien;49000001;163.736.017;482.233.316
5547;60200380;Gaußplatz;Wien;49000001;163.702.060;482.266.710
5548;60201260;Simmering S U;Wien;49000001;164.203.051;481.703.803
5549;60201308;Stammersdorf B7;Wien;49000001;164.202.242;482.979.619
5557;60200111;Morelligasse;Wien;49000001;164.039.288;482.505.852
5558;60200100;Broßmannplatz;Wien;49000001;163.981.616;482.521.225
5559;60200050;Am Spitz;Wien;49000001;163.976.855;482.575.295
5560;60200100;Broßmannplatz;Wien;49000001;163.984.940;482.518.414
5561;60200820;Längenfeldgasse;Wien;49000001;163.355.939;481.846.789
5564;60201413;Urban-Loritz-Platz;Wien;49000001;163.372.468;482.009.434
5568;60201184;Schottentor U;Wien;49000001;163.605.941;482.140.722
5569;60201182;Schottenring;Wien;49000001;163.720.027;482.167.778
5570;60200670;Kettenbrückengasse;Wien;49000001;163.591.298;481.965.424
5573;60200657;Karlsplatz U;Wien;49000001;163.659.570;482.003.686
5574;60200670;Kettenbrückengasse;Wien;49000001;163.584.471;481.972.191
5575;60201659;Brückengasse;Wien;49000001;163.482.871;481.895.061
5576;60200827;Margaretengürtel;Wien;49000001;163.426.547;481.888.653
5577;60200820;Längenfeldgasse;Wien;49000001;163.348.304;481.854.276
5580;60200520;Hietzing U;Wien;49000001;163.045.212;481.872.902
5581;60201176;Schloss Schönbrunn;Wien;49000001;163.136.212;481.868.230
5584;60201324;Stiegergasse;Wien;49000001;163.335.638;481.881.227
5585;60200111;Morelligasse;Wien;49000001;164.043.869;482.503.220
5586;60200125;Theodor Körner Gasse;Wien;49000001;164.075.041;482.497.119
5587;60200014;Alaudagasse U;Wien;49000001;163.818.302;481.528.596
5588;;Adelheid-Popp-Gasse;;;0000000000;0000000000
5589;60200599;Jochen-Rindt-Straße;Wien;49000001;163.547.909;481.460.630
5590;60200679;Kirchfeldgasse;Wien;49000001;163.081.055;481.592.837
5591;60200421;Gregorygasse;Wien;49000001;163.051.590;481.571.145
5592;60200728;Kunerolgasse;Wien;49000001;163.017.544;481.541.780
5593;60200199;Gerbergasse;Wien;49000001;162.990.056;481.492.996
5596;60200755;Laurenzgasse;Wien;49000001;163.632.800;481.859.905
5598;;Miriam-Makeba-Gasse;;;0000000000;0000000000
5599;60201253;Silbergasse;Wien;49000001;163.479.458;482.428.923
5600;60200975;Oper, Karlsplatz >;Wien;49000001;163.682.657;482.026.378
5601;60200975;Oper, Karlsplatz >;Wien;49000001;163.685.352;482.025.839
5602;60200975;Oper, Karlsplatz >;Wien;49000001;163.688.226;482.025.300
5603;60200975;Oper, Karlsplatz >;Wien;49000001;163.690.921;482.024.702
5604;60200975;Oper, Karlsplatz >;Wien;49000001;163.692.089;482.024.402
5605;60200975;Oper, Karlsplatz U;Wien;49000001;163.683.196;482.027.935
5606;60200975;Oper, Karlsplatz >;Wien;49000001;163.692.089;482.025.959
5607;60200975;Oper, Karlsplatz >;Wien;49000001;163.684.813;482.024.582
5608;60201530;Zieglergasse;Wien;49000001;163.461.941;481.972.011
5609;60201530;Zieglergasse;Wien;49000001;163.458.707;481.970.394
5610;60200863;Meidling, Hauptstraße;Wien;49000001;163.298.357;481.840.560
5611;60200233;Dommayergasse;Wien;49000001;162.989.517;481.864.278
5612;60201726;Schwenkgasse;Wien;49000001;163.194.602;481.721.596
5614;60201726;Schwenkgasse;Wien;49000001;163.199.183;481.723.274
5615;60201383;Edelsinnstraße;Wien;49000001;163.111.688;481.706.559
5616;60201287;Spinnerin am Kreuz;Wien;49000001;163.505.689;481.703.683
5617;60200727;Kundratstraße;Wien;49000001;163.546.203;481.751.669
5618;60200727;Kundratstraße;Wien;49000001;163.557.701;481.759.577
5619;60200436;Gumpendorfer Straße;Wien;49000001;163.370.582;481.908.416
5620;60200470;Hans-Mandl-Berufsschule;Wien;49000001;163.384.596;481.816.482
5621;60200470;Hans-Mandl-Berufsschule;Wien;49000001;163.383.608;481.816.482
5623;60200755;Laurenzgasse;Wien;49000001;163.622.559;481.852.239
5624;60200524;Himberger Straße;Wien;49000001;163.821.267;481.433.896
5627;60200120;Belvederegasse;Wien;49000001;163.721.464;481.899.612
5628;60201094;Resselgasse;Wien;49000001;163.676.728;481.977.879
5629;60200971;Oberlaaer Straße;Wien;49000001;163.623.997;481.477.412
5630;60200805;Litfaßstraße;Wien;49000001;164.055.008;481.839.063
5631;60200885;Molitorgasse;Wien;49000001;164.082.317;481.816.242
5632;60200399;Zippererstraße;Wien;49000001;164.106.123;481.795.458
5633;60200702;Hauffgasse;Wien;49000001;164.131.365;481.773.115
5634;60200425;Enkplatz, Grillgasse;Wien;49000001;164.160.650;481.744.780
5636;60201260;Simmering;Wien;49000001;164.202.152;481.703.623
5637;60200314;Bahnhof Simmering (Bedarf);Wien;49000001;164.244.912;481.661.625
5643;60200332;Florian-Hedorfer-Straße;Wien;49000001;164.309.232;481.652.098
5644;60200425;Grillgasse;Wien;49000001;164.166.400;481.741.066
5645;60200702;Hauffgasse;Wien;49000001;164.131.904;481.773.474
5646;60200399;Zippererstraße;Wien;49000001;164.107.201;481.795.997
5647;60200885;Molitorgasse;Wien;49000001;164.083.575;481.816.841
5648;60200805;Litfaßstraße;Wien;49000001;164.049.619;481.845.052
5649;60200390;Geringergasse;Wien;49000001;164.257.758;481.681.576
5652;;Simmering S U, Simmeringer Platz;;;0000000000;0000000000
5653;60200849;Matzleinsdorferplatz;Wien;49000001;163.581.686;481.808.336
5654;60200267;Eichenstraße;Wien;49000001;163.489.878;481.810.133
5655;60201880;Arbeitergasse, Gürtel;Wien;49000001;163.450.083;481.854.755
5656;60200379;Gaudenzdorfer Gürtel;Wien;49000001;163.437.057;481.871.644
5657;60200436;Gumpendorfer Straße;Wien;49000001;163.381.002;481.908.655
5658;60201468;Westbahnhof;Wien;49000001;163.396.543;481.967.879
5659;60201413;Urban-Loritz-Platz;Wien;49000001;163.379.745;482.014.284
5660;60201372;Thaliastraße;Wien;49000001;163.390.075;482.086.068
5661;60200615;Josefstädter Straße;Wien;49000001;163.396.813;482.112.887
5662;60200027;Alser Straße;Wien;49000001;163.421.247;482.165.383
5663;60201510;Währinger Straße;Wien;49000001;163.495.897;482.243.550
5664;60200950;Nußdorfer Straße;Wien;49000001;163.538.028;482.315.002
5665;60201510;Währinger Straße;Wien;49000001;163.489.878;482.250.133
5666;60200027;Alser Straße;Wien;49000001;163.414.689;482.171.429
5667;60200615;Josefstädter Straße;Wien;49000001;163.385.674;482.117.316
5668;60201372;Thaliastraße;Wien;49000001;163.379.924;482.085.110
5669;60201468;Westbahnhof;Wien;49000001;163.383.338;481.974.706
5670;60200436;Gumpendorfer Straße;Wien;49000001;163.372.738;481.900.930
5671;60200379;Gaudenzdorfer Gürtel;Wien;49000001;163.427.176;481.869.249
5672;60200077;Arbeitergasse, Gürtel;Wien;49000001;163.454.934;481.837.685
5673;60200267;Eichenstraße;Wien;49000001;163.476.673;481.811.990
5674;60200849;Matzleinsdorfer Platz;Wien;49000001;163.576.476;481.802.106
5675;60200849;Matzleinsdorfer Platz;Wien;49000001;163.576.835;481.783.358
5677;60201671;Svetelskystraße;Wien;49000001;164.659.125;481.538.844
5678;60201193;Schwarzenbergplatz;Wien;49000001;163.751.917;482.004.105
5679;60201007;Perfektastraße;Wien;49000001;163.129.025;481.364.599
5680;60201362;Talpagasse;Wien;49000001;163.094.889;481.321.014
5681;60200671;Ketzergasse;Wien;49000001;163.073.419;481.281.022
5682;60201235;Siebenhirten U;Wien;49000001;163.097.853;481.295.172
5683;;Krankenhaus Lainz;;;0000000000;0000000000
5685;;Versorgungsheim Lainz;;;0000000000;0000000000
5686;;Krankenhaus Lainz;;;0000000000;0000000000
5687;60200504;Speising, Hermesstraße;Wien;49000001;162.822.969;481.679.060
5688;60200604;Johann-Strauß-Gasse;Wien;49000001;163.656.246;481.892.965
5691;60200777;Auerspergstraße;Wien;49000001;163.553.659;482.067.689
5692;60201430;Volkstheater;Wien;49000001;163.580.967;482.049.728
5693;60200835;Museumsquartier;Wien;49000001;163.616.361;482.023.025
5694;60200840;Maroltingergasse;Wien;49000001;163.071.713;482.134.078
5695;60201303;Lorenz Mandl Gasse;Wien;49000001;163.079.977;482.131.803
5696;60200123;Bergmillergasse;Wien;49000001;162.569.375;482.017.337
5697;60200560;Bahnhof Hütteldorf SU;Wien;49000001;162.611.236;481.978.059
5698;60200123;Bergmillergasse;Wien;49000001;162.567.578;482.011.470
5699;;Quellenplatz;;;0000000000;0000000000
5700;60201366;Taubstummengasse;Wien;49000001;163.700.533;481.946.442
5701;60201366;Taubstummengasse;Wien;49000001;163.696.401;481.947.819
5702;60200089;Asperner Heldenplatz;Wien;49000001;164.831.871;482.169.932
5703;60200778;Kapellenweg;Wien;49000001;164.698.382;482.187.889
5704;60201278;Donauspital U;Wien;49000001;164.647.178;482.194.712
5705;60200749;Langobardenstraße;Wien;49000001;164.549.531;482.246.662
5706;60200238;Siebeckstraße;Wien;49000001;164.340.313;482.422.402
5707;60201040;Praterstern;Wien;49000001;163.905.169;482.186.153
5708;60200916;Nestroyplatz;Wien;49000001;163.847.767;482.149.820
5709;60200916;Nestroyplatz;Wien;49000001;163.842.467;482.145.092
5710;60201040;Praterstern;Wien;49000001;163.923.136;482.168.436
5711;60201433;Vorgartenstraße;Wien;49000001;164.021.052;482.241.575
5712;60201860;Rennbahnweg;Wien;49000001;164.484.493;482.574.756
5713;60200238;Siebeckstraße;Wien;49000001;164.342.469;482.415.462
5714;60201860;Rennbahnweg U;Wien;49000001;164.495.632;482.571.766
5715;60201657;Martin-Gaunersdorfer-Gasse;Wien;49000001;164.512.161;482.610.042
5716;;Kürschnergasse;;;0000000000;0000000000
5717;60200987;Otto-Probst-Straße;Wien;49000001;163.548.269;481.561.856
5719;60201480;Sibeliusstraße;Wien;49000001;163.610.073;481.594.395
5721;60201078;Raxstraße, Rudolfshügelgasse;Wien;49000001;163.633.699;481.654.375
5722;60201480;Sibeliusstraße;Wien;49000001;163.608.725;481.597.991
5723;60200365;Frödenplatz;Wien;49000001;163.583.842;481.556.583
5724;60200987;Otto-Probst-Straße;Wien;49000001;163.548.179;481.563.115
5725;60201305;Johannesgasse;Wien;49000001;163.796.922;482.014.284
5726;60200260;Strebersdorf, Edmund-Hawranek-Platz;Wien;49000001;163.855.852;482.908.857
5727;60200403;Gladiolenweg;Wien;49000001;164.793.783;482.375.855
5728;60200039;Am Heidjöchl;Wien;49000001;164.877.506;482.370.889
